date,fighter,weightclass,rank
3/10/14,Tim Kennedy,Middleweight,8
3/10/14,Francis Carmont,Middleweight,9
3/10/14,Costas Philippou,Middleweight,10
3/10/14,Tim Boetsch,Middleweight,11
3/10/14,Gegard Mousasi,Middleweight,12
3/10/14,Alan Belcher,Middleweight,13
3/10/14,Brad Tavares,Middleweight,14
3/10/14,Yoel Romero,Middleweight,15
3/10/14,Jon Jones,Light Heavyweight,0
3/10/14,Alexander Gustafsson,Light Heavyweight,1
3/10/14,Glover Teixeira,Light Heavyweight,2
3/10/14,Rashad Evans,Light Heavyweight,3
3/10/14,Phil Davis,Light Heavyweight,4
3/10/14,Daniel Cormier,Light Heavyweight,5
3/10/14,Antonio Rogerio Nogueira,Light Heavyweight,6
3/10/14,Mauricio Rua,Light Heavyweight,7
3/10/14,Dan Henderson,Light Heavyweight,8
3/10/14,Chael Sonnen,Light Heavyweight,9
3/10/14,Ryan Bader,Light Heavyweight,10
3/10/14,Jimi Manuwa,Light Heavyweight,11
3/10/14,Vitor Belfort,Light Heavyweight,12
3/10/14,Gegard Mousasi,Light Heavyweight,13
3/10/14,James Te-Huna,Light Heavyweight,14
3/10/14,Rafael Cavalcante,Light Heavyweight,15
3/10/14,Cain Velasquez,Heavyweight,0
3/10/14,Junior Dos Santos,Heavyweight,1
3/10/14,Fabricio Werdum,Heavyweight,2
3/10/14,Travis Browne,Heavyweight,3
3/10/14,Antonio Silva,Heavyweight,4
3/10/14,Josh Barnett,Heavyweight,5
3/10/14,Alistair Overeem,Heavyweight,6
3/10/14,Stipe Miocic,Heavyweight,7
3/10/14,Mark Hunt,Heavyweight,8
3/10/14,Roy Nelson,Heavyweight,9
3/10/14,Frank Mir,Heavyweight,10
3/10/14,Gabriel Gonzaga,Heavyweight,11
3/10/14,Minotauro Nogueira,Heavyweight,12
3/10/14,Stefan Struve,Heavyweight,13
3/10/14,Brendan Schaub,Heavyweight,14
3/10/14,Daniel Cormier,Heavyweight,15
3/10/14,Ronda Rousey,Women's Bantamweight,0
3/10/14,Cat Zingano,Women's Bantamweight,1
3/10/14,Alexis Davis,Women's Bantamweight,2
3/10/14,Miesha Tate,Women's Bantamweight,3
3/10/14,Sara McMann,Women's Bantamweight,4
3/10/14,Sarah Kaufman,Women's Bantamweight,5
3/10/14,Jessica Eye,Women's Bantamweight,6
3/10/14,Liz Carmouche,Women's Bantamweight,7
3/10/14,Amanda Nunes,Women's Bantamweight,8
3/10/14,Jessica Andrade,Women's Bantamweight,9
3/10/14,Julianna Pena,Women's Bantamweight,10
3/10/14,Germaine de Randamie,Women's Bantamweight,11
3/10/14,Bethe Correia,Women's Bantamweight,12
3/10/14,Raquel Pennington,Women's Bantamweight,13
3/10/14,Jessamyn Duke,Women's Bantamweight,14
3/10/14,Jessica Rakoczy,Women's Bantamweight,15
3/17/14,Jon Jones,Pound-for-Pound,1
3/17/14,Jose Aldo,Pound-for-Pound,2
3/17/14,Renan Barao,Pound-for-Pound,3
3/17/14,Cain Velasquez,Pound-for-Pound,4
3/17/14,Demetrious Johnson,Pound-for-Pound,5
3/17/14,Chris Weidman,Pound-for-Pound,6
3/17/14,Anthony Pettis,Pound-for-Pound,7
3/17/14,Anderson Silva,Pound-for-Pound,8
3/17/14,Johny Hendricks,Pound-for-Pound,9
3/17/14,Ronda Rousey,Pound-for-Pound,10
3/17/14,Vitor Belfort,Pound-for-Pound,11
3/17/14,Benson Henderson,Pound-for-Pound,12
3/17/14,Alexander Gustafsson,Pound-for-Pound,13
3/17/14,Gilbert Melendez,Pound-for-Pound,14
3/17/14,Urijah Faber,Pound-for-Pound,15
3/17/14,Demetrious Johnson,Flyweight,0
3/17/14,John Dodson,Flyweight,1
3/17/14,Joseph Benavidez,Flyweight,2
3/17/14,Ian McCall,Flyweight,3
3/17/14,John Moraga,Flyweight,4
3/17/14,Ali Bagautinov,Flyweight,5
3/17/14,John Lineker,Flyweight,6
3/17/14,Jussier Formiga,Flyweight,7
3/17/14,Timothy Elliott,Flyweight,8
3/17/14,Chris Cariaso,Flyweight,9
3/17/14,Zach Makovsky,Flyweight,10
3/17/14,Brad Pickett,Flyweight,11
3/17/14,Louis Gaudinot,Flyweight,12
3/17/14,Scott Jorgensen,Flyweight,13
3/17/14,Dustin Ortiz,Flyweight,14
3/17/14,Darrell Montague,Flyweight,15
3/17/14,Renan Barao,Bantamweight,0
3/17/14,Urijah Faber,Bantamweight,1
3/17/14,Michael McDonald,Bantamweight,2
3/17/14,Raphael Assuncao,Bantamweight,3
3/17/14,Eddie Wineland,Bantamweight,4
3/17/14,TJ Dillashaw,Bantamweight,5
3/17/14,Takeya Mizugaki,Bantamweight,6
3/17/14,Mike Easton,Bantamweight,7
3/17/14,Iuri Alcantara,Bantamweight,8
3/17/14,Dominick Cruz,Bantamweight,9
3/17/14,Francisco Rivera,Bantamweight,10
3/17/14,Erik Perez,Bantamweight,11
3/17/14,Alex Caceres,Bantamweight,12
3/17/14,Brad Pickett,Bantamweight,13
3/17/14,Bryan Caraway,Bantamweight,14
3/17/14,Wilson Reis,Bantamweight,15
3/17/14,Jose Aldo,Featherweight,0
3/17/14,Chad Mendes,Featherweight,1
3/17/14,Frankie Edgar,Featherweight,2
3/17/14,Ricardo Lamas,Featherweight,3
3/17/14,Cub Swanson,Featherweight,4
3/17/14,Chan Sung Jung,Featherweight,5
3/17/14,Dustin Poirier,Featherweight,6
3/17/14,Dennis Siver,Featherweight,7
3/17/14,Nik Lentz,Featherweight,8
3/17/14,Clay Guida,Featherweight,9
3/17/14,Dennis Bermudez,Featherweight,10
3/17/14,Jeremy Stephens,Featherweight,11
3/17/14,Darren Elkins,Featherweight,12
3/17/14,Conor McGregor,Featherweight,13
3/17/14,Tatsuya Kawajiri,Featherweight,14
3/17/14,Erik Koch,Featherweight,15
3/17/14,Anthony Pettis,Lightweight,0
3/17/14,Benson Henderson,Lightweight,1
3/17/14,Gilbert Melendez,Lightweight,2
3/17/14,TJ Grant,Lightweight,3
3/17/14,Josh Thomson,Lightweight,4
3/17/14,Rafael dos Anjos,Lightweight,5
3/17/14,Nate Diaz,Lightweight,6
3/17/14,Khabib Nurmagomedov,Lightweight,7
3/17/14,Donald Cerrone,Lightweight,8
3/17/14,Jim Miller,Lightweight,9
3/17/14,Gray Maynard,Lightweight,10
3/17/14,Edson Barboza,Lightweight,11
3/17/14,Michael Johnson,Lightweight,12
3/17/14,Myles Jury,Lightweight,13
3/17/14,Bobby Green,Lightweight,14
3/17/14,Rustam Khabilov,Lightweight,15
3/17/14,Johny Hendricks,Welterweight,0
3/17/14,Robbie Lawler,Welterweight,1
3/17/14,Rory MacDonald,Welterweight,2
3/17/14,Carlos Condit,Welterweight,3
3/17/14,Tyron Woodley,Welterweight,4
3/17/14,Jake Ellenberger,Welterweight,5
3/17/14,Hector Lombard,Welterweight,6
3/17/14,Matt Brown,Welterweight,7
3/17/14,Demian Maia,Welterweight,8
3/17/14,Tarec Saffiedine,Welterweight,9
3/17/14,Dong Hyun Kim,Welterweight,10
3/17/14,Jake Shields,Welterweight,11
3/17/14,Mike Pyle,Welterweight,12
3/17/14,Kelvin Gastelum,Welterweight,13
3/17/14,Gunnar Nelson,Welterweight,14
3/17/14,Erick Silva,Welterweight,15
3/17/14,Chris Weidman,Middleweight,0
3/17/14,Anderson Silva,Middleweight,1
3/17/14,Vitor Belfort,Middleweight,2
3/17/14,Lyoto Machida,Middleweight,3
3/17/14,Jacare Souza,Middleweight,4
3/17/14,Michael Bisping,Middleweight,5
3/17/14,Luke Rockhold,Middleweight,6
3/17/14,Mark Munoz,Middleweight,7
3/17/14,Tim Kennedy,Middleweight,8
3/17/14,Francis Carmont,Middleweight,9
3/17/14,Costas Philippou,Middleweight,10
3/17/14,Tim Boetsch,Middleweight,11
3/17/14,Gegard Mousasi,Middleweight,12
3/17/14,Brad Tavares,Middleweight,13
3/17/14,Alan Belcher,Middleweight,14
3/17/14,Yoel Romero,Middleweight,15
3/17/14,Jon Jones,Light Heavyweight,0
3/17/14,Alexander Gustafsson,Light Heavyweight,1
3/17/14,Glover Teixeira,Light Heavyweight,2
3/17/14,Rashad Evans,Light Heavyweight,3
3/17/14,Phil Davis,Light Heavyweight,4
3/17/14,Daniel Cormier,Light Heavyweight,5
3/17/14,Antonio Rogerio Nogueira,Light Heavyweight,6
3/17/14,Mauricio Rua,Light Heavyweight,7
3/17/14,Dan Henderson,Light Heavyweight,8
3/17/14,Chael Sonnen,Light Heavyweight,9
3/17/14,Ryan Bader,Light Heavyweight,10
3/17/14,Jimi Manuwa,Light Heavyweight,11
3/17/14,Vitor Belfort,Light Heavyweight,12
3/17/14,Gegard Mousasi,Light Heavyweight,13
3/17/14,Rafael Cavalcante,Light Heavyweight,14
3/17/14,James Te-Huna,Light Heavyweight,15
3/17/14,Cain Velasquez,Heavyweight,0
3/17/14,Junior Dos Santos,Heavyweight,1
3/17/14,Fabricio Werdum,Heavyweight,2
3/17/14,Travis Browne,Heavyweight,3
3/17/14,Antonio Silva,Heavyweight,4
3/17/14,Josh Barnett,Heavyweight,5
3/17/14,Alistair Overeem,Heavyweight,6
3/17/14,Stipe Miocic,Heavyweight,7
3/17/14,Mark Hunt,Heavyweight,8
3/17/14,Roy Nelson,Heavyweight,9
3/17/14,Frank Mir,Heavyweight,10
3/17/14,Minotauro Nogueira,Heavyweight,11
3/17/14,Gabriel Gonzaga,Heavyweight,12
3/17/14,Stefan Struve,Heavyweight,13
3/17/14,Brendan Schaub,Heavyweight,14
3/17/14,Daniel Cormier,Heavyweight,15
3/17/14,Ronda Rousey,Women's Bantamweight,0
3/17/14,Cat Zingano,Women's Bantamweight,1
3/17/14,Alexis Davis,Women's Bantamweight,2
3/17/14,Miesha Tate,Women's Bantamweight,3
3/17/14,Sara McMann,Women's Bantamweight,4
3/17/14,Sarah Kaufman,Women's Bantamweight,5
3/17/14,Jessica Eye,Women's Bantamweight,6
3/17/14,Liz Carmouche,Women's Bantamweight,7
3/17/14,Amanda Nunes,Women's Bantamweight,8
3/17/14,Jessica Andrade,Women's Bantamweight,9
3/17/14,Julianna Pena,Women's Bantamweight,10
3/17/14,Germaine de Randamie,Women's Bantamweight,11
3/17/14,Bethe Correia,Women's Bantamweight,12
3/17/14,Raquel Pennington,Women's Bantamweight,13
3/17/14,Jessamyn Duke,Women's Bantamweight,14
3/17/14,Jessica Rakoczy,Women's Bantamweight,15
3/24/14,Jon Jones,Pound-for-Pound,1
3/24/14,Jose Aldo,Pound-for-Pound,2
3/24/14,Renan Barao,Pound-for-Pound,3
3/24/14,Cain Velasquez,Pound-for-Pound,4
3/24/14,Demetrious Johnson,Pound-for-Pound,5
3/24/14,Chris Weidman,Pound-for-Pound,6
3/24/14,Anderson Silva,Pound-for-Pound,7
3/24/14,Anthony Pettis,Pound-for-Pound,8
3/24/14,Johny Hendricks,Pound-for-Pound,9
3/24/14,Ronda Rousey,Pound-for-Pound,10
3/24/14,Vitor Belfort,Pound-for-Pound,11
3/24/14,Benson Henderson,Pound-for-Pound,12
3/24/14,Gilbert Melendez,Pound-for-Pound,13
3/24/14,Alexander Gustafsson,Pound-for-Pound,14
3/24/14,Urijah Faber,Pound-for-Pound,15
3/24/14,Demetrious Johnson,Flyweight,0
3/24/14,John Dodson,Flyweight,1
3/24/14,Joseph Benavidez,Flyweight,2
3/24/14,Ian McCall,Flyweight,3
3/24/14,John Moraga,Flyweight,4
3/24/14,Ali Bagautinov,Flyweight,5
3/24/14,Jussier Formiga,Flyweight,6
3/24/14,John Lineker,Flyweight,7
3/24/14,Timothy Elliott,Flyweight,8
3/24/14,Chris Cariaso,Flyweight,9
3/24/14,Zach Makovsky,Flyweight,10
3/24/14,Brad Pickett,Flyweight,11
3/24/14,Louis Gaudinot,Flyweight,12
3/24/14,Scott Jorgensen,Flyweight,13
3/24/14,Dustin Ortiz,Flyweight,14
3/24/14,Darrell Montague,Flyweight,15
3/24/14,Renan Barao,Bantamweight,0
3/24/14,Urijah Faber,Bantamweight,1
3/24/14,Michael McDonald,Bantamweight,2
3/24/14,Raphael Assuncao,Bantamweight,3
3/24/14,Eddie Wineland,Bantamweight,4
3/24/14,TJ Dillashaw,Bantamweight,5
3/24/14,Mike Easton,Bantamweight,6
3/24/14,Takeya Mizugaki,Bantamweight,7
3/24/14,Iuri Alcantara,Bantamweight,8
3/24/14,Erik Perez,Bantamweight,9
3/24/14,Francisco Rivera,Bantamweight,10
3/24/14,Dominick Cruz,Bantamweight,11
3/24/14,Alex Caceres,Bantamweight,12
3/24/14,Brad Pickett,Bantamweight,13
3/24/14,Bryan Caraway,Bantamweight,14
3/24/14,Wilson Reis,Bantamweight,15
3/24/14,Jose Aldo,Featherweight,0
3/24/14,Chad Mendes,Featherweight,1
3/24/14,Frankie Edgar,Featherweight,2
3/24/14,Ricardo Lamas,Featherweight,3
3/24/14,Cub Swanson,Featherweight,4
3/24/14,Chan Sung Jung,Featherweight,5
3/24/14,Dustin Poirier,Featherweight,6
3/24/14,Dennis Siver,Featherweight,7
3/24/14,Nik Lentz,Featherweight,8
3/24/14,Clay Guida,Featherweight,9
3/24/14,Jeremy Stephens,Featherweight,10
3/24/14,Dennis Bermudez,Featherweight,11
3/24/14,Tatsuya Kawajiri,Featherweight,12
3/24/14,Darren Elkins,Featherweight,13
3/24/14,Conor McGregor,Featherweight,14
3/24/14,Erik Koch,Featherweight,15
3/24/14,Anthony Pettis,Lightweight,0
3/24/14,Benson Henderson,Lightweight,1
3/24/14,Gilbert Melendez,Lightweight,2
3/24/14,TJ Grant,Lightweight,3
3/24/14,Josh Thomson,Lightweight,4
3/24/14,Rafael dos Anjos,Lightweight,5
3/24/14,Nate Diaz,Lightweight,6
3/24/14,Khabib Nurmagomedov,Lightweight,7
3/24/14,Donald Cerrone,Lightweight,8
3/24/14,Jim Miller,Lightweight,9
3/24/14,Gray Maynard,Lightweight,10
3/24/14,Edson Barboza,Lightweight,11
3/24/14,Myles Jury,Lightweight,12
3/24/14,Michael Johnson,Lightweight,13
3/24/14,Bobby Green,Lightweight,14
3/24/14,Rustam Khabilov,Lightweight,15
3/24/14,Johny Hendricks,Welterweight,0
3/24/14,Robbie Lawler,Welterweight,1
3/24/14,Rory MacDonald,Welterweight,2
3/24/14,Carlos Condit,Welterweight,3
3/24/14,Tyron Woodley,Welterweight,4
3/24/14,Jake Ellenberger,Welterweight,5
3/24/14,Hector Lombard,Welterweight,6
3/24/14,Matt Brown,Welterweight,7
3/24/14,Demian Maia,Welterweight,8
3/24/14,Tarec Saffiedine,Welterweight,9
3/24/14,Dong Hyun Kim,Welterweight,10
3/24/14,Jake Shields,Welterweight,11
3/24/14,Mike Pyle,Welterweight,12
3/24/14,Kelvin Gastelum,Welterweight,13
3/24/14,Gunnar Nelson,Welterweight,14
3/24/14,Erick Silva,Welterweight,15
3/24/14,Chris Weidman,Middleweight,0
3/24/14,Anderson Silva,Middleweight,1
3/24/14,Lyoto Machida,Middleweight,2
3/24/14,Vitor Belfort,Middleweight,3
3/24/14,Jacare Souza,Middleweight,4
3/24/14,Michael Bisping,Middleweight,5
3/24/14,Luke Rockhold,Middleweight,6
3/24/14,Mark Munoz,Middleweight,7
3/24/14,Tim Kennedy,Middleweight,8
3/24/14,Francis Carmont,Middleweight,9
3/24/14,Costas Philippou,Middleweight,10
3/24/14,Tim Boetsch,Middleweight,11
3/24/14,Gegard Mousasi,Middleweight,12
3/24/14,Brad Tavares,Middleweight,13
3/24/14,Yoel Romero,Middleweight,14
3/24/14,Chael Sonnen,Middleweight,15
3/24/14,Jon Jones,Light Heavyweight,0
3/24/14,Alexander Gustafsson,Light Heavyweight,1
3/24/14,Glover Teixeira,Light Heavyweight,2
3/24/14,Rashad Evans,Light Heavyweight,3
3/24/14,Phil Davis,Light Heavyweight,4
3/24/14,Daniel Cormier,Light Heavyweight,5
3/24/14,Dan Henderson,Light Heavyweight,6
3/24/14,Mauricio Rua,Light Heavyweight,7
3/24/14,Chael Sonnen,Light Heavyweight,8
3/24/14,Ryan Bader,Light Heavyweight,9
3/24/14,Jimi Manuwa,Light Heavyweight,10
3/24/14,Vitor Belfort,Light Heavyweight,11
3/24/14,Gegard Mousasi,Light Heavyweight,12
3/24/14,Rafael Cavalcante,Light Heavyweight,13
3/24/14,James Te-Huna,Light Heavyweight,14
3/24/14,Ovince Saint Preux,Light Heavyweight,15
3/24/14,Cain Velasquez,Heavyweight,0
3/24/14,Junior Dos Santos,Heavyweight,1
3/24/14,Fabricio Werdum,Heavyweight,2
3/24/14,Travis Browne,Heavyweight,3
3/24/14,Antonio Silva,Heavyweight,4
3/24/14,Josh Barnett,Heavyweight,5
3/24/14,Alistair Overeem,Heavyweight,6
3/24/14,Stipe Miocic,Heavyweight,7
3/24/14,Mark Hunt,Heavyweight,8
3/24/14,Roy Nelson,Heavyweight,9
3/24/14,Frank Mir,Heavyweight,10
3/24/14,Minotauro Nogueira,Heavyweight,11
3/24/14,Gabriel Gonzaga,Heavyweight,12
3/24/14,Stefan Struve,Heavyweight,13
3/24/14,Brendan Schaub,Heavyweight,14
3/24/14,Daniel Cormier,Heavyweight,15
3/24/14,Ronda Rousey,Women's Bantamweight,0
3/24/14,Cat Zingano,Women's Bantamweight,1
3/24/14,Alexis Davis,Women's Bantamweight,2
3/24/14,Miesha Tate,Women's Bantamweight,3
3/24/14,Sara McMann,Women's Bantamweight,4
3/24/14,Sarah Kaufman,Women's Bantamweight,5
3/24/14,Jessica Eye,Women's Bantamweight,6
3/24/14,Liz Carmouche,Women's Bantamweight,7
3/24/14,Amanda Nunes,Women's Bantamweight,8
3/24/14,Jessica Andrade,Women's Bantamweight,9
3/24/14,Julianna Pena,Women's Bantamweight,10
3/24/14,Germaine de Randamie,Women's Bantamweight,11
3/24/14,Bethe Correia,Women's Bantamweight,12
3/24/14,Raquel Pennington,Women's Bantamweight,13
3/24/14,Jessamyn Duke,Women's Bantamweight,14
3/24/14,Jessica Rakoczy,Women's Bantamweight,15
4/14/14,Jon Jones,Pound-for-Pound,1
4/14/14,Jose Aldo,Pound-for-Pound,2
4/14/14,Renan Barao,Pound-for-Pound,3
4/14/14,Cain Velasquez,Pound-for-Pound,4
4/14/14,Demetrious Johnson,Pound-for-Pound,5
4/14/14,Chris Weidman,Pound-for-Pound,6
4/14/14,Anthony Pettis,Pound-for-Pound,7
4/14/14,Anderson Silva,Pound-for-Pound,8
4/14/14,Johny Hendricks,Pound-for-Pound,9
4/14/14,Ronda Rousey,Pound-for-Pound,10
4/14/14,Vitor Belfort,Pound-for-Pound,11
4/14/14,Benson Henderson,Pound-for-Pound,12
4/14/14,Alexander Gustafsson,Pound-for-Pound,13
4/14/14,Urijah Faber,Pound-for-Pound,14
4/14/14,Gilbert Melendez,Pound-for-Pound,15
4/14/14,Demetrious Johnson,Flyweight,0
4/14/14,John Dodson,Flyweight,1
4/14/14,Joseph Benavidez,Flyweight,2
4/14/14,Ian McCall,Flyweight,3
4/14/14,John Moraga,Flyweight,4
4/14/14,Ali Bagautinov,Flyweight,5
4/14/14,Jussier Formiga,Flyweight,6
4/14/14,John Lineker,Flyweight,7
4/14/14,Timothy Elliott,Flyweight,8
4/14/14,Zach Makovsky,Flyweight,9
4/14/14,Chris Cariaso,Flyweight,10
4/14/14,Brad Pickett,Flyweight,11
4/14/14,Louis Gaudinot,Flyweight,12
4/14/14,Dustin Ortiz,Flyweight,13
4/14/14,Scott Jorgensen,Flyweight,14
4/14/14,Darrell Montague,Flyweight,15
4/14/14,Renan Barao,Bantamweight,0
4/14/14,Urijah Faber,Bantamweight,1
4/14/14,Michael McDonald,Bantamweight,2
4/14/14,Raphael Assuncao,Bantamweight,3
4/14/14,Eddie Wineland,Bantamweight,4
4/14/14,TJ Dillashaw,Bantamweight,5
4/14/14,Takeya Mizugaki,Bantamweight,6
4/14/14,Iuri Alcantara,Bantamweight,7
4/14/14,Mike Easton,Bantamweight,8
4/14/14,Dominick Cruz,Bantamweight,9
4/14/14,Francisco Rivera,Bantamweight,10
4/14/14,Erik Perez,Bantamweight,11
4/14/14,Alex Caceres,Bantamweight,12
4/14/14,Bryan Caraway,Bantamweight,13
4/14/14,Brad Pickett,Bantamweight,14
4/14/14,Wilson Reis,Bantamweight,15
4/14/14,Jose Aldo,Featherweight,0
4/14/14,Chad Mendes,Featherweight,1
4/14/14,Frankie Edgar,Featherweight,2
4/14/14,Ricardo Lamas,Featherweight,3
4/14/14,Cub Swanson,Featherweight,4
4/14/14,Chan Sung Jung,Featherweight,5
4/14/14,Dustin Poirier,Featherweight,6
4/14/14,Dennis Siver,Featherweight,7
4/14/14,Clay Guida,Featherweight,8
4/14/14,Nik Lentz,Featherweight,9
4/14/14,Jeremy Stephens,Featherweight,10
4/14/14,Dennis Bermudez,Featherweight,11
4/14/14,Darren Elkins,Featherweight,12
4/14/14,Conor McGregor,Featherweight,13
4/14/14,Tatsuya Kawajiri,Featherweight,14
4/14/14,Erik Koch,Featherweight,15
4/14/14,Anthony Pettis,Lightweight,0
4/14/14,Benson Henderson,Lightweight,1
4/14/14,Gilbert Melendez,Lightweight,2
4/14/14,TJ Grant,Lightweight,3
4/14/14,Josh Thomson,Lightweight,4
4/14/14,Rafael dos Anjos,Lightweight,5
4/14/14,Nate Diaz,Lightweight,6
4/14/14,Khabib Nurmagomedov,Lightweight,7
4/14/14,Donald Cerrone,Lightweight,8
4/14/14,Jim Miller,Lightweight,9
4/14/14,Gray Maynard,Lightweight,10
4/14/14,Edson Barboza,Lightweight,11
4/14/14,Michael Johnson,Lightweight,12
4/14/14,Myles Jury,Lightweight,13
4/14/14,Bobby Green,Lightweight,14
4/14/14,Rustam Khabilov,Lightweight,15
4/14/14,Johny Hendricks,Welterweight,0
4/14/14,Robbie Lawler,Welterweight,1
4/14/14,Rory MacDonald,Welterweight,2
4/14/14,Tyron Woodley,Welterweight,3
4/14/14,Carlos Condit,Welterweight,4
4/14/14,Jake Ellenberger,Welterweight,5
4/14/14,Hector Lombard,Welterweight,6
4/14/14,Matt Brown,Welterweight,7
4/14/14,Demian Maia,Welterweight,8
4/14/14,Tarec Saffiedine,Welterweight,9
4/14/14,Dong Hyun Kim,Welterweight,10
4/14/14,Kelvin Gastelum,Welterweight,11
4/14/14,Mike Pyle,Welterweight,12
4/14/14,Gunnar Nelson,Welterweight,13
4/14/14,Erick Silva,Welterweight,14
4/14/14,Ryan LaFlare,Welterweight,15
4/14/14,Chris Weidman,Middleweight,0
4/14/14,Anderson Silva,Middleweight,1
4/14/14,Lyoto Machida,Middleweight,2
4/14/14,Vitor Belfort,Middleweight,3
4/14/14,Jacare Souza,Middleweight,4
4/14/14,Luke Rockhold,Middleweight,5
4/14/14,Michael Bisping,Middleweight,5
4/14/14,Mark Munoz,Middleweight,7
4/14/14,Tim Kennedy,Middleweight,8
4/14/14,Francis Carmont,Middleweight,9
4/14/14,Gegard Mousasi,Middleweight,10
4/14/14,Costas Philippou,Middleweight,11
4/14/14,Tim Boetsch,Middleweight,12
4/14/14,Brad Tavares,Middleweight,13
4/14/14,Yoel Romero,Middleweight,14
4/14/14,Thales Leites,Middleweight,15
4/14/14,Jon Jones,Light Heavyweight,0
4/14/14,Alexander Gustafsson,Light Heavyweight,1
4/14/14,Glover Teixeira,Light Heavyweight,2
4/14/14,Rashad Evans,Light Heavyweight,3
4/14/14,Phil Davis,Light Heavyweight,4
4/14/14,Daniel Cormier,Light Heavyweight,5
4/14/14,Dan Henderson,Light Heavyweight,6
4/14/14,Mauricio Rua,Light Heavyweight,7
4/14/14,Chael Sonnen,Light Heavyweight,8
4/14/14,Ryan Bader,Light Heavyweight,9
4/14/14,Jimi Manuwa,Light Heavyweight,10
4/14/14,Vitor Belfort,Light Heavyweight,11
4/14/14,Rafael Cavalcante,Light Heavyweight,12
4/14/14,Ovince Saint Preux,Light Heavyweight,13
4/14/14,James Te Huna,Light Heavyweight,14
4/14/14,Anthony Johnson,Light Heavyweight,15
4/14/14,Cain Velasquez,Heavyweight,0
4/14/14,Junior Dos Santos,Heavyweight,1
4/14/14,Fabricio Werdum,Heavyweight,2
4/14/14,Travis Browne,Heavyweight,3
4/14/14,Antonio Silva,Heavyweight,4
4/14/14,Josh Barnett,Heavyweight,5
4/14/14,Alistair Overeem,Heavyweight,6
4/14/14,Stipe Miocic,Heavyweight,7
4/14/14,Mark Hunt,Heavyweight,8
4/14/14,Roy Nelson,Heavyweight,9
4/14/14,Frank Mir,Heavyweight,10
4/14/14,Gabriel Gonzaga,Heavyweight,11
4/14/14,Stefan Struve,Heavyweight,12
4/14/14,Minotauro Nogueira,Heavyweight,13
4/14/14,Brendan Schaub,Heavyweight,14
4/14/14,Daniel Cormier,Heavyweight,15
4/14/14,Ronda Rousey,Women's Bantamweight,0
4/14/14,Cat Zingano,Women's Bantamweight,1
4/14/14,Alexis Davis,Women's Bantamweight,2
4/14/14,Miesha Tate,Women's Bantamweight,3
4/14/14,Sara McMann,Women's Bantamweight,4
4/14/14,Sarah Kaufman,Women's Bantamweight,5
4/14/14,Jessica Eye,Women's Bantamweight,6
4/14/14,Liz Carmouche,Women's Bantamweight,7
4/14/14,Amanda Nunes,Women's Bantamweight,8
4/14/14,Jessica Andrade,Women's Bantamweight,9
4/14/14,Julianna Pena,Women's Bantamweight,10
4/14/14,Germaine de Randamie,Women's Bantamweight,11
4/14/14,Bethe Correia,Women's Bantamweight,12
4/14/14,Raquel Pennington,Women's Bantamweight,13
4/14/14,Jessamyn Duke,Women's Bantamweight,14
4/14/14,Jessica Rakoczy,Women's Bantamweight,15
4/21/14,Jon Jones,Pound-for-Pound,1
4/21/14,Jose Aldo,Pound-for-Pound,2
4/21/14,Renan Barao,Pound-for-Pound,3
4/21/14,Cain Velasquez,Pound-for-Pound,4
4/21/14,Demetrious Johnson,Pound-for-Pound,5
4/21/14,Chris Weidman,Pound-for-Pound,6
4/21/14,Anderson Silva,Pound-for-Pound,7
4/21/14,Anthony Pettis,Pound-for-Pound,8
4/21/14,Johny Hendricks,Pound-for-Pound,9
4/21/14,Ronda Rousey,Pound-for-Pound,10
4/21/14,Vitor Belfort,Pound-for-Pound,11
4/21/14,Benson Henderson,Pound-for-Pound,12
4/21/14,Gilbert Melendez,Pound-for-Pound,13
4/21/14,Alexander Gustafsson,Pound-for-Pound,14
4/21/14,Urijah Faber,Pound-for-Pound,15
4/21/14,Demetrious Johnson,Flyweight,0
4/21/14,John Dodson,Flyweight,1
4/21/14,Joseph Benavidez,Flyweight,2
4/21/14,Ian McCall,Flyweight,3
4/21/14,Ali Bagautinov,Flyweight,4
4/21/14,John Moraga,Flyweight,4
4/21/14,Jussier Formiga,Flyweight,6
4/21/14,John Lineker,Flyweight,7
4/21/14,Timothy Elliott,Flyweight,8
4/21/14,Zach Makovsky,Flyweight,9
4/21/14,Brad Pickett,Flyweight,10
4/21/14,Chris Cariaso,Flyweight,11
4/21/14,Louis Gaudinot,Flyweight,12
4/21/14,Dustin Ortiz,Flyweight,13
4/21/14,Scott Jorgensen,Flyweight,14
4/21/14,Darrell Montague,Flyweight,15
4/21/14,Renan Barao,Bantamweight,0
4/21/14,Urijah Faber,Bantamweight,1
4/21/14,Raphael Assuncao,Bantamweight,2
4/21/14,Michael McDonald,Bantamweight,3
4/21/14,Eddie Wineland,Bantamweight,4
4/21/14,TJ Dillashaw,Bantamweight,5
4/21/14,Takeya Mizugaki,Bantamweight,6
4/21/14,Iuri Alcantara,Bantamweight,7
4/21/14,Mike Easton,Bantamweight,8
4/21/14,Dominick Cruz,Bantamweight,9
4/21/14,Alex Caceres,Bantamweight,10
4/21/14,Francisco Rivera,Bantamweight,11
4/21/14,Erik Perez,Bantamweight,12
4/21/14,Bryan Caraway,Bantamweight,13
4/21/14,Wilson Reis,Bantamweight,14
